Player,Season,N_teams
Shayne Gostisbehere,2019,1
Shayne Gostisbehere,2020,1
Shayne Gostisbehere,2021,1
Shayne Gostisbehere,2022,1
Shayne Gostisbehere,2023,2
Shea Theodore,2016,1
Shea Theodore,2017,1
Shea Theodore,2018,1
Shea Theodore,2019,1
Shea Theodore,2020,1
Shea Theodore,2021,1
Shea Theodore,2022,1
Shea Theodore,2023,1
Shea Weber,2006,1
Shea Weber,2007,1
Shea Weber,2008,1
Shea Weber,2009,1
Shea Weber,2010,1
Shea Weber,2011,1
Shea Weber,2012,1
Shea Weber,2013,1
Shea Weber,2014,1
Shea Weber,2015,1
Shea Weber,2016,1
Shea Weber,2017,1
Shea Weber,2018,1
Shea Weber,2019,1
Shea Weber,2020,1
Shea Weber,2021,1
Shean Donovan,2006,1
Shean Donovan,2007,1
Shean Donovan,2008,1
Shean Donovan,2009,1
Shean Donovan,2010,1
Sheldon Brookbank,2007,1
Sheldon Brookbank,2008,1
Sheldon Brookbank,2009,2
Sheldon Brookbank,2010,1
Sheldon Brookbank,2011,1
Sheldon Brookbank,2012,1
Sheldon Brookbank,2013,1
Sheldon Brookbank,2014,1
Sheldon Dries,2019,1
Sheldon Dries,2020,1
Sheldon Dries,2021,1
Sheldon Dries,2022,1
Sheldon Dries,2023,1
Sheldon Rempal,2019,1
Sheldon Rempal,2021,1
Sheldon Rempal,2022,1
Sheldon Rempal,2023,1
Sheldon Souray,2006,1
Sheldon Souray,2007,1
Sheldon Souray,2008,1
Sheldon Souray,2009,1
Sheldon Souray,2010,1
Sheldon Souray,2012,1
Sheldon Souray,2013,1
Sidney Crosby,2006,1
Sidney Crosby,2007,1
Sidney Crosby,2008,1
Sidney Crosby,2009,1
Sidney Crosby,2010,1
Sidney Crosby,2011,1
Sidney Crosby,2012,1
Sidney Crosby,2013,1
Sidney Crosby,2014,1
Sidney Crosby,2015,1
Sidney Crosby,2016,1
Sidney Crosby,2017,1
Sidney Crosby,2018,1
Sidney Crosby,2019,1
Sidney Crosby,2020,1
Sidney Crosby,2021,1
Sidney Crosby,2022,1
Sidney Crosby,2023,1
Simon Benoit,2021,1
Simon Benoit,2022,1
Simon Benoit,2023,1
Simon Despres,2012,1
Simon Despres,2013,1
Simon Despres,2014,1
Simon Despres,2015,2
Simon Despres,2016,1
Simon Despres,2017,1
Simon Edvinsson,2023,1
Simon Gagné,2006,1
Simon Gagné,2007,1
Simon Gagné,2008,1
Simon Gagné,2009,1
Simon Gagné,2010,1
Simon Gagné,2011,1
Simon Gagné,2012,1
Simon Gagné,2013,2
Simon Gagné,2015,1
Simon Gamache,2006,2
Simon Gamache,2008,1
Simon Holmström,2023,1
Simon Moser,2014,1
Slater Koekkoek,2015,1
Slater Koekkoek,2016,1
Slater Koekkoek,2017,1
Slater Koekkoek,2018,1
Slater Koekkoek,2019,2
Slater Koekkoek,2020,1
Slater Koekkoek,2021,1
Slater Koekkoek,2022,1
Slava Voynov,2012,1
Slava Voynov,2013,1
Slava Voynov,2014,1
Slava Voynov,2015,1
Sonny Milano,2016,1
Sonny Milano,2017,1
Sonny Milano,2018,1
Sonny Milano,2019,1
Sonny Milano,2020,2
Sonny Milano,2021,1
Sonny Milano,2022,1
Sonny Milano,2023,1
Spencer Abbott,2014,1
Spencer Abbott,2017,1
Spencer Foo,2018,1
Spencer Knight,2021,1
Spencer Knight,2022,1
Spencer Knight,2023,1
Spencer Machacek,2009,1
Spencer Machacek,2011,1
Spencer Machacek,2012,1
Spencer Martin,2017,1
Spencer Martin,2022,1
Spencer Martin,2023,1
Spencer Stastney,2023,1
Staffan Kronwall,2006,1
Staffan Kronwall,2008,1
Staffan Kronwall,2009,1
Staffan Kronwall,2010,1
Stanislav Chistov,2007,2
Stanislav Galiev,2015,1
Stanislav Galiev,2016,1
Stanislav Svozil,2023,1
Stefan Della Rovere,2011,1
Stefan Elliott,2012,1
Stefan Elliott,2013,1
Stefan Elliott,2014,1
Stefan Elliott,2015,1
Stefan Elliott,2016,2
Stefan Elliott,2019,1
Stefan Matteau,2013,1
Stefan Matteau,2015,1
Stefan Matteau,2016,2
Stefan Matteau,2018,1
Stefan Matteau,2020,1
Stefan Matteau,2021,1
Stefan Matteau,2022,1
Stefan Meyer,2008,1
Stefan Meyer,2011,1
Stefan Noesen,2015,1
Stefan Noesen,2016,1
Stefan Noesen,2017,2
Stefan Noesen,2018,1
Stefan Noesen,2019,1
Stefan Noesen,2020,2
Stefan Noesen,2021,2
Stefan Noesen,2022,1
Stefan Noesen,2023,1
Stephen Gionta,2011,1
Stephen Gionta,2012,1
Stephen Gionta,2013,1
Stephen Gionta,2014,1
Stephen Gionta,2015,1
Stephen Gionta,2016,1
Stephen Gionta,2017,1
Stephen Gionta,2019,1
Stephen Johns,2016,1
Stephen Johns,2017,1
Stephen Johns,2018,1
Stephen Johns,2020,1
Stephen Peat,2006,1
Stephen Weiss,2006,1
Stephen Weiss,2007,1
Stephen Weiss,2008,1
Stephen Weiss,2009,1
Stephen Weiss,2010,1
Stephen Weiss,2011,1
Stephen Weiss,2012,1
Stephen Weiss,2013,1
Stephen Weiss,2014,1
Stephen Weiss,2015,1
Steve Bernier,2006,1
Steve Bernier,2007,1
Steve Bernier,2008,2
Steve Bernier,2009,1
Steve Bernier,2010,1
Steve Bernier,2011,1
Steve Bernier,2012,1
Steve Bernier,2013,1
Steve Bernier,2014,1
Steve Bernier,2015,1
Steve Bernier,2016,1
Steve Bernier,2018,1
Steve Bégin,2006,1
Steve Bégin,2007,1
Steve Bégin,2008,1
Steve Bégin,2009,2
Steve Bégin,2010,1
Steve Bégin,2011,1
Steve Bégin,2013,1
Steve Downie,2008,1
Steve Downie,2009,2
Steve Downie,2010,1
Steve Downie,2011,1
Steve Downie,2012,2
Steve Downie,2013,1
Steve Downie,2014,2
Steve Downie,2015,1
Steve Downie,2016,1
Steve Eminger,2006,1
Steve Eminger,2007,1
Steve Eminger,2008,1
Steve Eminger,2009,3
Steve Eminger,2010,1
Steve Eminger,2011,1
Steve Eminger,2012,1
Steve Eminger,2013,1
Steve Gainey,2006,1
Steve Kelly,2008,1
Steve Konowalchuk,2006,1
Steve MacIntyre,2009,1
Steve MacIntyre,2010,2
Steve MacIntyre,2011,1
Steve MacIntyre,2012,1
Steve MacIntyre,2013,1
Steve Martins,2006,1
Steve Mason,2009,1
Steve Mason,2010,1
Steve Mason,2011,1
Steve Mason,2012,1
Steve Mason,2013,2
Steve Mason,2014,1
Steve Mason,2015,1
Steve Mason,2016,1
Steve Mason,2017,1
Steve Mason,2018,1
Steve McCarthy,2006,2
Steve McCarthy,2007,1
Steve McCarthy,2008,1
Steve Montador,2006,2
Steve Montador,2007,1
Steve Montador,2008,1
Steve Montador,2009,2
Steve Montador,2010,1
Steve Montador,2011,1
Steve Montador,2012,1
Steve Ott,2006,1
Steve Ott,2007,1
Steve Ott,2008,1
Steve Ott,2009,1
Steve Ott,2010,1
Steve Ott,2011,1
Steve Ott,2012,1
Steve Ott,2013,1
Steve Ott,2014,2
Steve Ott,2015,1
Steve Ott,2016,1
Steve Ott,2017,2
Steve Pinizzotto,2013,1
Steve Pinizzotto,2014,1
Steve Pinizzotto,2015,1
Steve Poapst,2006,2
Steve Regier,2006,1
Steve Regier,2007,1
Steve Regier,2008,1
Steve Regier,2009,1
Steve Reinprecht,2006,2
Steve Reinprecht,2007,1
Steve Reinprecht,2008,1
Steve Reinprecht,2009,1
Steve Reinprecht,2010,1
Steve Reinprecht,2011,1
Steve Rucchin,2006,1
Steve Rucchin,2007,1
Steve Shields,2006,1
Steve Staios,2006,1
Steve Staios,2007,1
Steve Staios,2008,1
Steve Staios,2009,1
Steve Staios,2010,2
Steve Staios,2011,1
Steve Staios,2012,1
Steve Sullivan,2006,1
Steve Sullivan,2007,1
Steve Sullivan,2009,1
Steve Sullivan,2010,1
Steve Sullivan,2011,1
Steve Sullivan,2012,1
Steve Sullivan,2013,2
Steve Valiquette,2007,1
Steve Valiquette,2008,1
Steve Valiquette,2009,1
Steve Valiquette,2010,1
Steve Wagner,2008,1
Steve Wagner,2009,1
Steve Yzerman*,2006,1
Steven Fogarty,2018,1
Steven Fogarty,2019,1
Steven Fogarty,2020,1
Steven Fogarty,2021,1
Steven Fogarty,2022,1
Steven Fogarty,2023,1
Steven Goertzen,2006,1
Steven Goertzen,2007,1
Steven Goertzen,2009,1
Steven Goertzen,2010,1
Steven Kampfer,2011,1
Steven Kampfer,2012,2
Steven Kampfer,2015,1
Steven Kampfer,2016,1
Steven Kampfer,2017,2
Steven Kampfer,2018,1
Steven Kampfer,2019,1
Steven Kampfer,2020,1
Steven Kampfer,2021,1
Steven Lorentz,2021,1
Steven Lorentz,2022,1
Steven Lorentz,2023,1
Steven Oleksy,2013,1
Steven Oleksy,2014,1
Steven Oleksy,2015,1
Steven Oleksy,2017,1
Steven Santini,2016,1
Steven Santini,2017,1
Steven Santini,2018,1
Steven Santini,2019,1
Steven Santini,2020,1
Steven Santini,2021,1
Steven Santini,2023,1
Steven Stamkos,2009,1
Steven Stamkos,2010,1
Steven Stamkos,2011,1
Steven Stamkos,2012,1
Steven Stamkos,2013,1
Steven Stamkos,2014,1
Steven Stamkos,2015,1
Steven Stamkos,2016,1
Steven Stamkos,2017,1
Steven Stamkos,2018,1
Steven Stamkos,2019,1
Steven Stamkos,2020,1
Steven Stamkos,2021,1
Steven Stamkos,2022,1
Steven Stamkos,2023,1
Steven Zalewski,2010,1
Steven Zalewski,2012,1
Stu Barnes,2006,1
Stu Barnes,2007,1
Stu Barnes,2008,1
Stu Bickel,2012,1
Stu Bickel,2013,1
Stu Bickel,2015,1
Stuart Percy,2015,1
Stuart Percy,2016,1
Stuart Skinner,2021,1
Stuart Skinner,2022,1
Stuart Skinner,2023,1
Stéphane Da Costa,2011,1
Stéphane Da Costa,2012,1
Stéphane Da Costa,2013,1
Stéphane Da Costa,2014,1
Stéphane Robidas,2006,1
Stéphane Robidas,2007,1
Stéphane Robidas,2008,1
Stéphane Robidas,2009,1
Stéphane Robidas,2010,1
Stéphane Robidas,2011,1
Stéphane Robidas,2012,1
Stéphane Robidas,2013,1
Stéphane Robidas,2014,2
Stéphane Robidas,2015,1
Stéphane Veilleux,2006,1
Stéphane Veilleux,2007,1
Stéphane Veilleux,2008,1
Stéphane Veilleux,2009,1
Stéphane Veilleux,2010,1
Stéphane Veilleux,2012,2
Stéphane Veilleux,2014,1
Stéphane Veilleux,2015,1
Stéphane Yelle,2006,1
Stéphane Yelle,2007,1
Stéphane Yelle,2008,1
Stéphane Yelle,2009,1
Stéphane Yelle,2010,2
Sven Andrighetto,2015,1
Sven Andrighetto,2016,1
Sven Andrighetto,2017,2
Sven Andrighetto,2018,1
Sven Andrighetto,2019,1
Sven Baertschi,2012,1
Sven Baertschi,2013,1
Sven Baertschi,2014,1
Sven Baertschi,2015,2
Sven Baertschi,2016,1
Sven Baertschi,2017,1
Sven Baertschi,2018,1
Sven Baertschi,2019,1
Sven Baertschi,2020,1
Sven Baertschi,2022,1
Sven Butenschön,2006,1
Sébastien Bisaillon,2007,1
Sébastien Caron,2006,1
Sébastien Caron,2007,2
Sébastien Caron,2012,1
T.J. Brennan,2012,1
T.J. Brennan,2013,2
T.J. Brennan,2015,1
T.J. Brennan,2016,1
T.J. Brodie,2011,1
T.J. Brodie,2012,1
T.J. Brodie,2013,1
T.J. Brodie,2014,1
T.J. Brodie,2015,1
T.J. Brodie,2016,1
T.J. Brodie,2017,1
T.J. Brodie,2018,1
T.J. Brodie,2019,1
T.J. Brodie,2020,1
T.J. Brodie,2021,1
T.J. Brodie,2022,1
T.J. Brodie,2023,1
T.J. Galiardi,2009,1
T.J. Galiardi,2010,1
T.J. Galiardi,2011,1
T.J. Galiardi,2012,2
T.J. Galiardi,2013,1
T.J. Galiardi,2014,1
T.J. Galiardi,2015,1
T.J. Hensick,2008,1
T.J. Hensick,2009,1
T.J. Hensick,2010,1
T.J. Hensick,2011,1
T.J. Oshie,2009,1
T.J. Oshie,2010,1
T.J. Oshie,2011,1
T.J. Oshie,2012,1
T.J. Oshie,2013,1
T.J. Oshie,2014,1
T.J. Oshie,2015,1
T.J. Oshie,2016,1
T.J. Oshie,2017,1
T.J. Oshie,2018,1
T.J. Oshie,2019,1
T.J. Oshie,2020,1
T.J. Oshie,2021,1
T.J. Oshie,2022,1
T.J. Oshie,2023,1
T.J. Tynan,2017,1
T.J. Tynan,2020,1
T.J. Tynan,2022,1
Tage Thompson,2018,1
Tage Thompson,2019,1
Tage Thompson,2020,1
Tage Thompson,2021,1
Tage Thompson,2022,1
Tage Thompson,2023,1
Tanner Fritz,2018,1
Tanner Fritz,2019,1
Tanner Glass,2008,1
Tanner Glass,2009,1
Tanner Glass,2010,1
Tanner Glass,2011,1
Tanner Glass,2012,1
Tanner Glass,2013,1
Tanner Glass,2014,1
Tanner Glass,2015,1
Tanner Glass,2016,1
Tanner Glass,2017,1
Tanner Glass,2018,1
Tanner Jeannot,2021,1
Tanner Jeannot,2022,1
Tanner Jeannot,2023,2
Tanner Kero,2016,1
Tanner Kero,2017,1
Tanner Kero,2018,1
Tanner Kero,2021,1
Tanner Kero,2022,1
Tanner Laczynski,2021,1
Tanner Laczynski,2022,1
Tanner Laczynski,2023,1
Tanner Pearson,2014,1
Tanner Pearson,2015,1
Tanner Pearson,2016,1
Tanner Pearson,2017,1
Tanner Pearson,2018,1
Tanner Pearson,2019,3
Tanner Pearson,2020,1
Tanner Pearson,2021,1
Tanner Pearson,2022,1
Tanner Pearson,2023,1
Tanner Richard,2017,1
Tarmo Reunanen,2021,1
Taro Hirose,2019,1
Taro Hirose,2020,1
Taro Hirose,2021,1
Taro Hirose,2022,1
Taro Hirose,2023,1
Taylor Beck,2013,1
Taylor Beck,2014,1
Taylor Beck,2015,1
Taylor Beck,2016,1
Taylor Beck,2017,2
Taylor Chorney,2009,1
Taylor Chorney,2010,1
Taylor Chorney,2011,1
Taylor Chorney,2012,2
Taylor Chorney,2015,1
Taylor Chorney,2016,1
Taylor Chorney,2017,1
Taylor Chorney,2018,2
Taylor Fedun,2014,1
Taylor Fedun,2015,1
Taylor Fedun,2016,1
Taylor Fedun,2017,1
Taylor Fedun,2018,1
Taylor Fedun,2019,1
Taylor Fedun,2020,1
Taylor Fedun,2023,1
Taylor Hall,2011,1
Taylor Hall,2012,1
Taylor Hall,2013,1
Taylor Hall,2014,1
Taylor Hall,2015,1
Taylor Hall,2016,1
Taylor Hall,2017,1
Taylor Hall,2018,1
Taylor Hall,2019,1
Taylor Hall,2020,2
Taylor Hall,2021,2
Taylor Hall,2022,1
Taylor Hall,2023,1
Taylor Leier,2016,1
Taylor Leier,2017,1
Taylor Leier,2018,1
Taylor Pyatt,2006,1
Taylor Pyatt,2007,1
Taylor Pyatt,2008,1
Taylor Pyatt,2009,1
Taylor Pyatt,2010,1
Taylor Pyatt,2011,1
Taylor Pyatt,2012,1
Taylor Pyatt,2013,1
Taylor Pyatt,2014,2
Taylor Raddysh,2022,2
Taylor Raddysh,2023,1
Teddy Blueger,2019,1
Teddy Blueger,2020,1
Teddy Blueger,2021,1
Teddy Blueger,2022,1
Teddy Blueger,2023,2
Teddy Purcell,2008,1
Teddy Purcell,2009,1
Teddy Purcell,2010,2
Teddy Purcell,2011,1
Teddy Purcell,2012,1
Teddy Purcell,2013,1
Teddy Purcell,2014,1
Teddy Purcell,2015,1
Teddy Purcell,2016,2
Teddy Purcell,2017,1
Teemu Hartikainen,2011,1
Teemu Hartikainen,2012,1
Teemu Hartikainen,2013,1
Teemu Laakso,2010,1
Teemu Laakso,2011,1
Teemu Laakso,2012,1
Teemu Pulkkinen,2014,1
Teemu Pulkkinen,2015,1
Teemu Pulkkinen,2016,1
Teemu Pulkkinen,2017,2
Teemu Selänne*,2006,1
Teemu Selänne*,2007,1
Teemu Selänne*,2008,1
Teemu Selänne*,2009,1
Teemu Selänne*,2010,1
Teemu Selänne*,2011,1
Teemu Selänne*,2012,1
Teemu Selänne*,2013,1
Teemu Selänne*,2014,1
Teppo Numminen,2006,1
Teppo Numminen,2007,1
Teppo Numminen,2008,1
Teppo Numminen,2009,1
Teuvo Teräväinen,2014,1
Teuvo Teräväinen,2015,1
Teuvo Teräväinen,2016,1
Teuvo Teräväinen,2017,1
Teuvo Teräväinen,2018,1
Teuvo Teräväinen,2019,1
Teuvo Teräväinen,2020,1
Teuvo Teräväinen,2021,1
Teuvo Teräväinen,2022,1
Teuvo Teräväinen,2023,1
Thatcher Demko,2018,1
Thatcher Demko,2019,1
Thatcher Demko,2020,1
Thatcher Demko,2021,1
Thatcher Demko,2022,1
Thatcher Demko,2023,1
Theo Peckham,2008,1
Theo Peckham,2009,1
Theo Peckham,2010,1
Theo Peckham,2011,1
Theo Peckham,2012,1
Theo Peckham,2013,1
Thomas Bordeleau,2022,1
Thomas Bordeleau,2023,1
Thomas Chabot,2017,1
Thomas Chabot,2018,1
Thomas Chabot,2019,1
Thomas Chabot,2020,1
Thomas Chabot,2021,1
Thomas Chabot,2022,1
Thomas Chabot,2023,1
Thomas Di Pauli,2020,1
Thomas Greiss,2008,1
Thomas Greiss,2010,1
Thomas Greiss,2012,1
Thomas Greiss,2013,1
Thomas Greiss,2014,1
Thomas Greiss,2015,1
Thomas Greiss,2016,1
Thomas Greiss,2017,1
Thomas Greiss,2018,1
Thomas Greiss,2019,1
Thomas Greiss,2020,1
Thomas Greiss,2021,1
Thomas Greiss,2022,1
Thomas Greiss,2023,1
Thomas Harley,2022,1
Thomas Harley,2023,1
Thomas Hickey,2013,1
Thomas Hickey,2014,1
Thomas Hickey,2015,1
Thomas Hickey,2016,1
Thomas Hickey,2017,1
Thomas Hickey,2018,1
Thomas Hickey,2019,1
Thomas Hickey,2021,1
Thomas Hickey,2022,1
Thomas Hodges,2022,1
Thomas McCollum,2011,1
Thomas McCollum,2015,1
Thomas Novak,2022,1
Thomas Novak,2023,1
Thomas Pöck,2006,1
Thomas Pöck,2007,1
Thomas Pöck,2008,1
Thomas Pöck,2009,1
Thomas Vanek,2006,1
Thomas Vanek,2007,1
Thomas Vanek,2008,1
Thomas Vanek,2009,1
Thomas Vanek,2010,1
Thomas Vanek,2011,1
Thomas Vanek,2012,1
Thomas Vanek,2013,1
Thomas Vanek,2014,3
Thomas Vanek,2015,1
Thomas Vanek,2016,1
Thomas Vanek,2017,2
Thomas Vanek,2018,2
Thomas Vanek,2019,1
Tie Domi,2006,1
Tim Berni,2023,1
Tim Brent,2007,1
Tim Brent,2008,1
Tim Brent,2009,1
Tim Brent,2010,1
Tim Brent,2011,1
Tim Brent,2012,1
Tim Brent,2013,1
Tim Conboy,2008,1
Tim Conboy,2009,1
Tim Conboy,2010,1
Tim Connolly,2006,1
Tim Connolly,2007,1
Tim Connolly,2008,1
Tim Connolly,2009,1
Tim Connolly,2010,1
Tim Connolly,2011,1
Tim Connolly,2012,1
Tim Erixon,2012,1
Tim Erixon,2013,1
Tim Erixon,2014,1
Tim Erixon,2015,3
Tim Gleason,2006,1
Tim Gleason,2007,1
Tim Gleason,2008,1
Tim Gleason,2009,1
Tim Gleason,2010,1
Tim Gleason,2011,1
Tim Gleason,2012,1
Tim Gleason,2013,1
Tim Gleason,2014,2
Tim Gleason,2015,2
Tim Heed,2017,1
Tim Heed,2018,1
Tim Heed,2019,1
Tim Heed,2020,1
Tim Jackman,2006,1
Tim Jackman,2007,1
Tim Jackman,2008,1
Tim Jackman,2009,1
Tim Jackman,2010,1
Tim Jackman,2011,1
Tim Jackman,2012,1
Tim Jackman,2013,1
Tim Jackman,2014,2
Tim Jackman,2015,1
Tim Jackman,2016,1
Tim Kennedy,2009,1
Tim Kennedy,2010,1
Tim Kennedy,2011,1
Tim Kennedy,2012,1
Tim Kennedy,2013,1
Tim Kennedy,2014,1
Tim Ramholt,2008,1
Tim Schaller,2015,1
Tim Schaller,2016,1
Tim Schaller,2017,1
Tim Schaller,2018,1
Tim Schaller,2019,1
Tim Schaller,2020,2
Tim Sestito,2009,1
Tim Sestito,2010,1
Tim Sestito,2011,1
Tim Sestito,2012,1
Tim Sestito,2013,1
Tim Sestito,2014,1
Tim Sestito,2015,1
Tim Stapleton,2009,1
Tim Stapleton,2010,1
Tim Stapleton,2011,1
Tim Stapleton,2012,1
Tim Stützle,2021,1
Tim Stützle,2022,1
Tim Stützle,2023,1
Tim Taylor,2006,1
Tim Taylor,2007,1
Tim Thomas,2006,1
Tim Thomas,2007,1
Tim Thomas,2008,1
Tim Thomas,2009,1
Tim Thomas,2010,1
Tim Thomas,2011,1
Tim Thomas,2012,1
Tim Thomas,2014,2
Tim Wallace,2009,1
Tim Wallace,2010,1
Tim Wallace,2011,1
Tim Wallace,2012,2
Tim Wallace,2013,1
Timo Helbling,2006,1
Timo Helbling,2007,1
Timo Meier,2017,1
Timo Meier,2018,1
Timo Meier,2019,1
Timo Meier,2020,1
Timo Meier,2021,1
Timo Meier,2022,1
Timo Meier,2023,2
Timo Pielmeier,2011,1
Timofei Shishkanov,2006,1
Timothy Gettinger,2019,1
Timothy Gettinger,2020,1
Timothy Gettinger,2021,1
Timothy Gettinger,2022,1
Timothy Liljegren,2020,1
Timothy Liljegren,2021,1
Timothy Liljegren,2022,1
Timothy Liljegren,2023,1
Tobias Björnfot,2020,1
Tobias Björnfot,2021,1
Tobias Björnfot,2022,1
Tobias Björnfot,2023,1
Tobias Lindberg,2016,1
Tobias Rieder,2015,1
Tobias Rieder,2016,1
Tobias Rieder,2017,1
Tobias Rieder,2018,2
Tobias Rieder,2019,1
Tobias Rieder,2020,1
Tobias Rieder,2021,1
Tobias Stephan,2008,1
Tobias Stephan,2009,1
Toby Enström,2008,1
Toby Enström,2009,1
Toby Enström,2010,1
Toby Enström,2011,1
Toby Enström,2012,1
Toby Enström,2013,1
Toby Enström,2014,1
Toby Enström,2015,1
Toby Enström,2016,1
Toby Enström,2017,1
Toby Enström,2018,1
Toby Petersen,2007,1
Toby Petersen,2008,1
Toby Petersen,2009,1
Toby Petersen,2010,1
Toby Petersen,2011,1
Toby Petersen,2012,1
Toby Petersen,2013,1
Todd Bertuzzi,2006,1
Todd Bertuzzi,2007,2
Todd Bertuzzi,2008,1
Todd Bertuzzi,2009,1
Todd Bertuzzi,2010,1
Todd Bertuzzi,2011,1
Todd Bertuzzi,2012,1
Todd Bertuzzi,2013,1
Todd Bertuzzi,2014,1
Todd Fedoruk,2006,1
Todd Fedoruk,2007,2
Todd Fedoruk,2008,2
Todd Fedoruk,2009,1
Todd Fedoruk,2010,1
Todd Harvey,2006,1
Todd Marchant,2006,2
Todd Marchant,2007,1
Todd Marchant,2008,1
Todd Marchant,2009,1
Todd Marchant,2010,1
Todd Marchant,2011,1
Todd Simpson,2006,2
Todd White,2006,1
Todd White,2007,1
Todd White,2008,1
Todd White,2009,1
Todd White,2010,1
Todd White,2011,1
Tom Cavanagh,2008,1
Tom Cavanagh,2009,1
Tom Fitzgerald,2006,1
Tom Gilbert,2007,1
Tom Gilbert,2008,1
Tom Gilbert,2009,1
Tom Gilbert,2010,1
Tom Gilbert,2011,1
Tom Gilbert,2012,2
Tom Gilbert,2013,1
Tom Gilbert,2014,1
Tom Gilbert,2015,1
Tom Gilbert,2016,1
Tom Gilbert,2017,1
Tom Kostopoulos,2006,1
Tom Kostopoulos,2007,1
Tom Kostopoulos,2008,1
Tom Kostopoulos,2009,1
Tom Kostopoulos,2010,1
Tom Kostopoulos,2011,2
Tom Kostopoulos,2012,1
Tom Kostopoulos,2013,1
Tom Kühnhackl,2016,1
Tom Kühnhackl,2017,1
Tom Kühnhackl,2018,1
Tom Kühnhackl,2019,1
Tom Kühnhackl,2020,1
Tom Poti,2006,1
Tom Poti,2007,1
Tom Poti,2008,1
Tom Poti,2009,1
Tom Poti,2010,1
Tom Poti,2011,1
Tom Poti,2013,1
Tom Preissing,2006,1
Tom Preissing,2007,1
Tom Preissing,2008,1
Tom Preissing,2009,1
Tom Preissing,2010,1
Tom Pyatt,2010,1
Tom Pyatt,2011,1
Tom Pyatt,2012,1
Tom Pyatt,2013,1
Tom Pyatt,2014,1
Tom Pyatt,2017,1
Tom Pyatt,2018,1
Tom Pyatt,2019,1
Tom Sestito,2008,1
Tom Sestito,2010,1
Tom Sestito,2011,1
Tom Sestito,2012,1
Tom Sestito,2013,2
Tom Sestito,2014,1
Tom Sestito,2015,1
Tom Sestito,2016,1
Tom Sestito,2017,1
Tom Wandell,2009,1
Tom Wandell,2010,1
Tom Wandell,2011,1
Tom Wandell,2012,1
Tom Wandell,2013,1
Tom Wilson,2014,1
Tom Wilson,2015,1
Tom Wilson,2016,1
Tom Wilson,2017,1
Tom Wilson,2018,1
Tom Wilson,2019,1
Tom Wilson,2020,1
Tom Wilson,2021,1
Tom Wilson,2022,1
Tom Wilson,2023,1
Tomas Holmström,2006,1
Tomas Holmström,2007,1
Tomas Holmström,2008,1
Tomas Holmström,2009,1
Tomas Holmström,2010,1
Tomas Holmström,2011,1
Tomas Holmström,2012,1
Tomi Mäki,2007,1
Tomi Pettinen,2006,1
Tommi Santala,2007,1
Tommy Albelin,2006,1
Tommy Cross,2016,1
Tommy Wingels,2011,1
Tommy Wingels,2012,1
Tommy Wingels,2013,1
Tommy Wingels,2014,1
Tommy Wingels,2015,1
Tommy Wingels,2016,1
Tommy Wingels,2017,2
Tommy Wingels,2018,2
Tomáš Fleischmann,2006,1
Tomáš Fleischmann,2007,1
Tomáš Fleischmann,2008,1
Tomáš Fleischmann,2009,1
Tomáš Fleischmann,2010,1
Tomáš Fleischmann,2011,2
Tomáš Fleischmann,2012,1
Tomáš Fleischmann,2013,1
Tomáš Fleischmann,2014,1
Tomáš Fleischmann,2015,2
Tomáš Fleischmann,2016,2
Tomáš Hertl,2014,1
Tomáš Hertl,2015,1
Tomáš Hertl,2016,1
Tomáš Hertl,2017,1
Tomáš Hertl,2018,1
Tomáš Hertl,2019,1
Tomáš Hertl,2020,1
Tomáš Hertl,2021,1
Tomáš Hertl,2022,1
Tomáš Hertl,2023,1
Tomáš Hyka,2018,1
Tomáš Hyka,2019,1
Tomáš Jurčo,2014,1
Tomáš Jurčo,2015,1
Tomáš Jurčo,2016,1
Tomáš Jurčo,2017,2
Tomáš Jurčo,2018,1
Tomáš Jurčo,2020,1
Tomáš Jurčo,2021,1
Tomáš Kaberle,2006,1
Tomáš Kaberle,2007,1
Tomáš Kaberle,2008,1
Tomáš Kaberle,2009,1
Tomáš Kaberle,2010,1
Tomáš Kaberle,2011,2
Tomáš Kaberle,2012,2
Tomáš Kaberle,2013,1
Tomáš Klouček,2006,1
Tomáš Kopecký,2006,1
Tomáš Kopecký,2007,1
Tomáš Kopecký,2008,1
Tomáš Kopecký,2009,1
Tomáš Kopecký,2010,1
Tomáš Kopecký,2011,1
Tomáš Kopecký,2012,1
Tomáš Kopecký,2013,1
Tomáš Kopecký,2014,1
Tomáš Kopecký,2015,1
Tomáš Kubalík,2011,1
Tomáš Kubalík,2012,1
Tomáš Kundrátek,2012,1
Tomáš Kundrátek,2013,1
Tomáš Káňa,2010,1
Tomáš Malec,2006,1
Tomáš Malec,2007,1
Tomáš Mojžíš,2006,1
Tomáš Mojžíš,2007,1
Tomáš Mojžíš,2009,1
Tomáš Nosek,2016,1
Tomáš Nosek,2017,1
Tomáš Nosek,2018,1
Tomáš Nosek,2019,1
Tomáš Nosek,2020,1
Tomáš Nosek,2021,1
Tomáš Nosek,2022,1
Tomáš Nosek,2023,1
Tomáš Plekanec,2006,1
Tomáš Plekanec,2007,1
Tomáš Plekanec,2008,1
Tomáš Plekanec,2009,1
Tomáš Plekanec,2010,1
Tomáš Plekanec,2011,1
Tomáš Plekanec,2012,1
Tomáš Plekanec,2013,1
Tomáš Plekanec,2014,1
